Operation,Input Shape,Never Optimize,Always Optimize,Adaptive DSL,Adaptive Strategy
elementwise_chain,"(64, 64)",0.00025284399998781737,0.0002524380000181736,0.0002524380000181736,fused
elementwise_chain,"(128, 128)",0.0005977789999747074,0.0005680279999751292,0.0005680279999751292,fused
elementwise_chain,"(256, 256)",0.0024185879999549798,0.0024537449999684213,0.0024185879999549798,baseline
elementwise_chain,"(512, 512)",0.010032932000001438,0.009490378999998939,0.009490378999998939,fused
elementwise_chain,"(1024, 1024)",0.0453513820000353,0.04118027300000904,0.04118027300000904,fused
matmul,"(64, 64)",2.576100001761006e-05,3.2320000002528104e-05,2.576100001761006e-05,baseline
matmul,"(128, 128)",0.00015998999998600993,0.00045322199997599455,0.00015998999998600993,baseline
matmul,"(256, 256)",0.0011569310000254518,0.0039705390000222,0.0011569310000254518,baseline
matmul,"(512, 512)",0.009360281999988729,0.02414788999999473,0.009360281999988729,baseline
